sequence_id	membership_class	population	exact_sequence_present	best_hit_target	best_hit_identity	best_hit_query_coverage	best_hit_target_coverage	best_hit_evalue	leakage_class	population_role	unit	denominator
CAND_UG24_10	CANDIDATE	gold171	NO	gold_t813	0.2840	0.2050	0.2960	2.06e-09	DISTANT_OR_NO_HIT	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG25_185	CANDIDATE	gold171	NO	gold_t1595	0.4000	0.8770	0.8810	2.40e-70	REMOTE_GE_30	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG25_34	CANDIDATE	gold171	NO	gold_t1912	0.2980	0.4010	0.5110	4.68e-12	DISTANT_OR_NO_HIT	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG26_78	CANDIDATE	gold171	NO	gold_t1912	0.2890	0.3210	0.3610	5.54e-10	DISTANT_OR_NO_HIT	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG26_86	CANDIDATE	gold171	NO	gold_t314	0.2810	0.4740	0.6650	2.00e-12	DISTANT_OR_NO_HIT	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG28_6	CANDIDATE	gold171	NO	gold_t398	0.2380	0.2180	0.2780	7.87e-08	DISTANT_OR_NO_HIT	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG28b_1	CANDIDATE	gold171	NO	gold_t1912	0.3170	0.2650	0.4710	1.07e-10	REMOTE_GE_30	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG2_112	CANDIDATE	gold171	NO	gold_t1718	0.2430	0.3540	0.2030	3.39e-09	DISTANT_OR_NO_HIT	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG2_75	CANDIDATE	gold171	NO	gold_t1321	0.3590	0.1800	0.2240	1.20e-09	REMOTE_GE_30	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG2_80	CANDIDATE	gold171	NO	gold_t401	0.3730	0.1690	0.2190	1.92e-08	REMOTE_GE_30	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG2_83	CANDIDATE	gold171	NO	gold_t376	0.3440	0.1960	0.2430	1.17e-09	REMOTE_GE_30	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG3_32	CANDIDATE	gold171	NO	gold_t1673	0.2450	0.3120	0.3950	2.63e-11	DISTANT_OR_NO_HIT	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG3_72	CANDIDATE	gold171	NO	gold_t314	0.3030	0.2420	0.4530	2.52e-12	REMOTE_GE_30	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG4_11	CANDIDATE	gold171	NO	gold_t1898	0.2370	0.4390	0.6250	5.76e-09	DISTANT_OR_NO_HIT	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG5_1	CANDIDATE	gold171	NO	gold_t749	0.2730	0.1580	0.3730	6.00e-07	DISTANT_OR_NO_HIT	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG5_84	CANDIDATE	gold171	NO	gold_t810	0.3000	0.2050	0.2940	1.75e-09	REMOTE_GE_30	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG5_93	CANDIDATE	gold171	NO	gold_t208	0.4050	0.1670	0.2360	4.78e-08	REMOTE_GE_30	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG6_32	CANDIDATE	gold171	NO	gold_t1525	0.2540	0.4640	0.6400	7.10e-10	DISTANT_OR_NO_HIT	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG6_41	CANDIDATE	gold171	NO	gold_t161	0.3450	0.1580	0.1780	5.51e-08	REMOTE_GE_30	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG6_87	CANDIDATE	gold171	NO	gold_t1352	0.5570	0.9380	0.9790	1.60e-131	MODERATE_GE_50	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG7_0	CANDIDATE	gold171	NO	gold_t1525	0.2500	0.3760	0.5460	1.53e-09	DISTANT_OR_NO_HIT	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG7_2	CANDIDATE	gold171	NO	gold_t839	0.2700	0.3760	0.6140	5.76e-08	DISTANT_OR_NO_HIT	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG8_118	CANDIDATE	gold171	NO	gold_t1894	0.3870	0.1370	0.1790	1.67e-06	REMOTE_GE_30	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG8_126	CANDIDATE	gold171	NO	gold_t1429	0.2660	0.2650	0.4610	1.26e-06	DISTANT_OR_NO_HIT	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG8_473	CANDIDATE	gold171	NO	gold_t844	0.2270	0.3590	0.4650	1.66e-09	DISTANT_OR_NO_HIT	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG8_49	CANDIDATE	gold171	NO	gold_t1531	0.2140	0.2960	0.4580	4.84e-08	DISTANT_OR_NO_HIT	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG8_80	CANDIDATE	gold171	NO	gold_t257	0.2590	0.2190	0.4270	2.49e-04	DISTANT_OR_NO_HIT	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG8_99	CANDIDATE	gold171	NO	NO_HIT					DISTANT_OR_NO_HIT	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG9_43	CANDIDATE	gold171	NO	gold_t1502	0.2700	0.4160	0.4730	5.70e-10	DISTANT_OR_NO_HIT	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
CAND_UG9_7	CANDIDATE	gold171	NO	gold_t401	0.3420	0.1380	0.2190	3.78e-09	REMOTE_GE_30	the retron literature challenge panel	old-seed sequence vs one population	167 seed sequences vs 171 in gold171
PDB_8OZ7_1	ANCHOR	anchors72	YES	PDB_8OZ7_1	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
PDB_7R06_1	ANCHOR	anchors72	YES	PDB_7R06_1	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
PDB_7R08_1	ANCHOR	anchors72	YES	PDB_7R08_1	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
PDB_7KFT_2	ANCHOR	anchors72	YES	PDB_7KFT_2	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
UNIPROT_F2K1V9	ANCHOR	anchors72	YES	UNIPROT_F2K1V9	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
PDB_8UB7_1	ANCHOR	anchors72	YES	PDB_8UB7_1	1.0000	1.0000	1.0000	9.31e-230	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
PDB_6AR1_1	ANCHOR	anchors72	YES	PDB_6AR1_1	1.0000	1.0000	1.0000	9.53e-286	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
PDB_9D4S_1	ANCHOR	anchors72	YES	PDB_9D4S_1	1.0000	1.0000	1.0000	2.53e-269	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
PDB_6ME0_3	ANCHOR	anchors72	YES	PDB_6ME0_3	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
PDB_5G2X_3	ANCHOR	anchors72	YES	PDB_5G2X_3	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
PDB_5HHL_1	ANCHOR	anchors72	YES	PDB_5HHL_1	1.0000	1.0000	1.0000	1.89e-195	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
PDB_5HHJ_1	ANCHOR	anchors72	YES	PDB_5HHJ_1	1.0000	1.0000	1.0000	8.50e-201	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
PDB_7V9U_1	ANCHOR	anchors72	YES	PDB_7V9U_1	1.0000	1.0000	1.0000	6.01e-213	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
PDB_9I2F_2	ANCHOR	anchors72	YES	PDB_9I2F_2	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
PDB_9E8Z_3	ANCHOR	anchors72	YES	PDB_9E8Z_3	1.0000	1.0000	1.0000	1.53e-206	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
PDB_9N69_2	ANCHOR	anchors72	YES	PDB_9N69_2	1.0000	1.0000	1.0000	8.36e-211	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
PDB_9L7P_2	ANCHOR	anchors72	YES	PDB_9L7P_2	1.0000	1.0000	1.0000	8.58e-208	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
PDB_23OR_1	ANCHOR	anchors72	YES	PDB_23OR_1	1.0000	1.0000	1.0000	1.47e-244	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t816	ANCHOR	anchors72	YES	RETRON_t816	1.0000	1.0000	1.0000	7.66e-227	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t1520	ANCHOR	anchors72	YES	RETRON_t1520	1.0000	1.0000	1.0000	7.72e-258	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t443	ANCHOR	anchors72	YES	RETRON_t443	1.0000	1.0000	1.0000	7.45e-229	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t1450	ANCHOR	anchors72	YES	RETRON_t1450	1.0000	1.0000	1.0000	2.23e-234	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t482	ANCHOR	anchors72	YES	RETRON_t482	1.0000	1.0000	1.0000	1.08e-214	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t1429	ANCHOR	anchors72	YES	RETRON_t1429	1.0000	1.0000	1.0000	3.96e-228	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t430	ANCHOR	anchors72	YES	RETRON_t430	1.0000	1.0000	1.0000	6.97e-227	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t1453	ANCHOR	anchors72	YES	RETRON_t1453	1.0000	1.0000	1.0000	1.02e-232	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t815	ANCHOR	anchors72	YES	RETRON_t815	1.0000	1.0000	1.0000	2.70e-226	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t1143	ANCHOR	anchors72	YES	RETRON_t1143	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t808	ANCHOR	anchors72	YES	RETRON_t808	1.0000	1.0000	1.0000	1.16e-232	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t1100	ANCHOR	anchors72	YES	RETRON_t1100	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t400	ANCHOR	anchors72	YES	RETRON_t400	1.0000	1.0000	1.0000	8.85e-231	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t1195	ANCHOR	anchors72	YES	RETRON_t1195	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t1190	ANCHOR	anchors72	YES	RETRON_t1190	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t1163	ANCHOR	anchors72	YES	RETRON_t1163	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t812	ANCHOR	anchors72	YES	RETRON_t812	1.0000	1.0000	1.0000	2.76e-207	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
UNIPROT_P0DV89	ANCHOR	anchors72	YES	UNIPROT_P0DV89	1.0000	1.0000	1.0000	2.87e-255	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t1049	ANCHOR	anchors72	YES	RETRON_t1049	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t208	ANCHOR	anchors72	YES	RETRON_t208	1.0000	1.0000	1.0000	1.03e-212	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t803	ANCHOR	anchors72	YES	RETRON_t803	1.0000	1.0000	1.0000	2.16e-224	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t824	ANCHOR	anchors72	YES	RETRON_t824	1.0000	1.0000	1.0000	1.18e-229	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t257	ANCHOR	anchors72	YES	RETRON_t257	1.0000	1.0000	1.0000	4.39e-203	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t953	ANCHOR	anchors72	YES	RETRON_t953	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t290	ANCHOR	anchors72	YES	RETRON_t290	1.0000	1.0000	1.0000	2.41e-212	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
UNIPROT_P71276	ANCHOR	anchors72	YES	UNIPROT_P71276	1.0000	1.0000	1.0000	8.93e-269	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t1732	ANCHOR	anchors72	YES	RETRON_t1732	1.0000	1.0000	1.0000	1.13e-305	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t1710	ANCHOR	anchors72	YES	RETRON_t1710	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t1673	ANCHOR	anchors72	YES	RETRON_t1673	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t1928	ANCHOR	anchors72	YES	RETRON_t1928	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t1894	ANCHOR	anchors72	YES	RETRON_t1894	1.0000	1.0000	1.0000	9.14e-287	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t161	ANCHOR	anchors72	YES	RETRON_t161	1.0000	1.0000	1.0000	1.33e-301	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t1703	ANCHOR	anchors72	YES	RETRON_t1703	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t1687	ANCHOR	anchors72	YES	RETRON_t1687	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t1323	ANCHOR	anchors72	YES	RETRON_t1323	1.0000	1.0000	1.0000	1.13e-262	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t1374	ANCHOR	anchors72	YES	RETRON_t1374	1.0000	1.0000	1.0000	5.44e-261	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t1352	ANCHOR	anchors72	YES	RETRON_t1352	1.0000	1.0000	1.0000	1.99e-260	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t1353	ANCHOR	anchors72	YES	RETRON_t1353	1.0000	1.0000	1.0000	1.26e-264	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t1421	ANCHOR	anchors72	YES	RETRON_t1421	1.0000	1.0000	1.0000	3.40e-267	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t1609	ANCHOR	anchors72	YES	RETRON_t1609	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
RETRON_t1391	ANCHOR	anchors72	YES	RETRON_t1391	1.0000	1.0000	1.0000	2.78e-263	EXACT_DUPLICATE	the anchor set, which is inside the seed by construction	old-seed sequence vs one population	167 seed sequences vs 72 in anchors72
